module,type,name,res_id,src,value
account,help,"account.automatic.reconcile,power",0,Number of partial amounts that can be combined to find a balance point can be chosen as the power of the automatic reconciliation,Number of partial amounts that can be combined to find a balance point can be chosen as the power of the automatic reconciliation
account,field,"account.bank.statement.line,name",0,OBI,OBI
account,selection,"account.entries.report,month",0,October,Tháng Mười
account,selection,"account.invoice.report,month",0,October,Tháng Mười
account,selection,"analytic.entries.report,month",0,October,Tháng Mười
account,selection,"report.account.sales,month",0,October,Tháng Mười
account,selection,"report.account_type.sales,month",0,October,Tháng Mười
account,view,account.use.model,0,Ok,Đồng ý
account,view,account.invoice.confirm,0,"Once draft invoices are confirmed, you will not be able
                        to modify them. The invoices will receive a unique
                        number and journal items will be created in your chart
                        of accounts.","Once draft invoices are confirmed, you will not be able
                        to modify them. The invoices will receive a unique
                        number and journal items will be created in your chart
                        of accounts."
account,field,"account.partner.ledger,page_split",0,One Partner Per Page,Một Đối tác trên một trang
account,field,"wizard.multi.charts.accounts,only_one_chart_template",0,Only One Chart Template Available,Only One Chart Template Available
account,view,account.analytic.account,0,Open,Mở
account,view,account.bank.statement,0,Open,Mở
account,selection,"account.bank.statement,state",0,Open,Mở
account,view,account.fiscalyear,0,Open,Mở
account,selection,"account.fiscalyear,state",0,Open,Mở
account,selection,"account.invoice,state",0,Open,Mở
account,selection,"account.invoice.report,state",0,Open,Mở
account,selection,"account.period,state",0,Open,Mở
account,selection,"report.invoice.created,state",0,Open,Mở
account,view,account.bank.statement,0,Open CashBox,Mở Két tiền mặt
account,view,account.analytic.chart,0,Open Charts,Mở Biểu Đồ
account,view,account.chart,0,Open Charts,Mở Biểu Đồ
account,view,account.tax.chart,0,Open Charts,Mở Biểu Đồ
account,view,account.journal.select,0,Open Entries,Open Entries
account,view,project.account.analytic.line,0,Open Entries,Open Entries
account,view,account.state.open,0,Open Invoice,Xem hóa đơn
account,model,"ir.actions.act_window,name",account.action_open_journal_button,Open Journal,Open Journal
account,view,account.invoice.report,0,Open and Paid Invoices,Open and Paid Invoices
account,view,account.move.bank.reconcile,0,Open for Bank Reconciliation,Mở việc đối soát với ngân hàng
account,view,account.move.line.reconcile.select,0,Open for Reconciliation,Mở để đối soát
account,view,account.move.line.unreconcile.select,0,Open for Unreconciliation,Open for Unreconciliation
account,view,account.bank.statement,0,Opening Balance,Số dư đầu kỳ
account,view,account.bank.statement,0,Opening Cash Control,Opening Cash Control
account,view,account.bank.statement,0,Opening Cashbox Lines,Opening Cashbox Lines
account,field,"account.bank.statement,opening_details_ids",0,Opening Cashbox Lines,Opening Cashbox Lines
account,field,"account.chart.template,property_account_expense_opening",0,Opening Entries Expense Account,Đang mở bút toán chi phí
account,field,"account.chart.template,property_account_income_opening",0,Opening Entries Income Account,Mở bút toán tài khoản thu nhập
account,field,"account.fiscalyear.close,journal_id",0,Opening Entries Journal,Nhật ký bút toán đang mở
account,field,"account.fiscalyear.close,period_id",0,Opening Entries Period,Đang Mở Chu Kỳ Bút Toán
account,field,"account.move.reconcile,opening_reconciliation",0,Opening Entries Reconciliation,Opening Entries Reconciliation
account,view,account.bank.statement,0,Opening Subtotal,Mở Tổng Phụ
account,field,"account.cashbox.line,subtotal_opening",0,Opening Subtotal,Mở tổng phụ
account,view,account.bank.statement,0,Opening Unit Numbers,Opening Unit Numbers
account,help,"account.cashbox.line,number_opening",0,Opening Unit Numbers,Opening Unit Numbers
account,field,"account.journal,with_last_closing_balance",0,Opening With Last Closing Balance,Mở lần đóng số dư cuối cùng
account,field,"account.period,special",0,Opening/Closing Period,Mở/Đóng Chu Kỳ
account,selection,"account.journal,type",0,Opening/Closing Situation,Tình trạng Đóng/Mở
account,view,account.move.line,0,Optional Information,Thông tin tùy chọn
account,field,"account.account.template,nocreate",0,Optional create,Optional create
account,view,account.config.settings,0,Options,Options
account,help,"account.bank.statement.line,name",0,Originator to Beneficiary Information,Originator to Beneficiary Information
account,view,account.invoice,0,Other Info,Thông tin khác
account,view,account.analytic.line,0,Others,Khác
account,view,account.journal,0,Others,Khác
account,field,"account.account,currency_mode",0,Outgoing Currencies Rate,Tỷ giá tiền tệ xuất ra
account,model,"ir.actions.report.xml,name",account.account_overdue,Overdue Payments,Các khoản thanh toán quá hạn
account,view,res.company,0,Overdue Payments,Các khoản thanh toán quá hạn
account,view,res.company,0,Overdue Payments Message,Thông điệp cho các Thanh toán trễ hạn
account,field,"res.company,overdue_msg",0,Overdue Payments Message,Thông điệp cho các Thanh toán trễ hạn
account,field,"account.account.type,report_type",0,P&L / BS Category,P&L / BS Category
account,report,account.invoice,0,PRO-FORMA,PRO-FORMA
account,view,account.invoice,0,PRO-FORMA,PRO-FORMA
account,selection,"account.invoice,state",0,Paid,Đã thanh toán
account,report,account.overdue,0,Paid,Đã thanh toán
account,model,"mail.message.subtype,name",account.mt_invoice_paid,Paid,Đã thanh toán
account,model,"process.node,name",account.process_node_paidinvoice0,Paid invoice,Hóa đơn đã được thanh toán
account,model,"process.node,name",account.process_node_supplierpaidinvoice0,Paid invoice,Hóa đơn đã được thanh toán
account,field,"account.invoice,reconciled",0,Paid/Reconciled,Đã thanh toán / Đã đối soát
account,field,"account.account,parent_id",0,Parent,Tài khoản cha
account,field,"account.financial.report,parent_id",0,Parent,Tài khoản cha
account,view,account.account,0,Parent Account,Tài khoản Cha
account,view,account.analytic.account,0,Parent Account,Tài khoản Cha
account,field,"account.account.template,parent_id",0,Parent Account Template,Parent Account Template
account,field,"account.chart.template,parent_id",0,Parent Chart Template,Mẫu biểu đồ kế thừa
account,field,"account.tax.code,parent_id",0,Parent Code,Mã Kế Thừa
account,view,account.tax.code.template,0,Parent Code,Mã Kế Thừa
account,field,"account.tax.code.template,parent_id",0,Parent Code,Mã Kế Thừa
account,field,"account.account,parent_left",0,Parent Left,Parent Left
account,view,account.financial.report,0,Parent Report,Parent Report
account,field,"account.account,parent_right",0,Parent Right,Parent Right
account,field,"account.tax,parent_id",0,Parent Tax Account,Parent Tax Account
account,field,"account.tax.template,parent_id",0,Parent Tax Account,Parent Tax Account
account,field,"account.addtmpl.wizard,cparent_id",0,Parent target,Parent target
account,field,"account.move.reconcile,line_partial_ids",0,Partial Entry lines,Partial Entry lines
account,field,"account.move.line,reconcile_partial_id",0,Partial Reconcile,Đang nợ
account,view,account.move.line.reconcile,0,Partial Reconcile,Đang nợ
account,view,account.move.reconcile,0,Partial Reconcile Entries,Partial Reconcile Entries
account,field,"account.bank.statement.line,partner_id",0,Partner,Đối tác
account,view,account.entries.report,0,Partner,Đối tác
account,field,"account.entries.report,partner_id",0,Partner,Đối tác
account,report,account.general.ledger,0,Partner,Đối tác
account,report,account.general.ledger_landscape,0,Partner,Đối tác
account,view,account.invoice,0,Partner,Đối tác
account,field,"account.invoice,partner_id",0,Partner,Đối tác
account,field,"account.invoice.line,partner_id",0,Partner,Đối tác
account,view,account.invoice.report,0,Partner,Đối tác
account,field,"account.invoice.report,partner_id",0,Partner,Đối tác
account,report,account.journal.period.print,0,Partner,Đối tác
account,report,account.journal.period.print.sale.purchase,0,Partner,Đối tác
account,field,"account.model.line,partner_id",0,Partner,Đối tác
account,view,account.move,0,Partner,Đối tác
account,field,"account.move,partner_id",0,Partner,Đối tác
account,view,account.move.line,0,Partner,Đối tác
account,field,"account.move.line,partner_id",0,Partner,Đối tác
account,view,analytic.entries.report,0,Partner,Đối tác
account,field,"analytic.entries.report,partner_id",0,Partner,Đối tác
account,model,"ir.model,name",account.model_res_partner,Partner,Đối tác
account,field,"report.invoice.created,partner_id",0,Partner,Đối tác
account,report,account.partner.balance,0,Partner Balance,Số dư của đối tác
account,model,"ir.actions.act_window,name",account.action_account_partner_balance,Partner Balance,Số dư của đối tác
account,model,"ir.actions.report.xml,name",account.account_3rdparty_account_balance,Partner Balance,Số dư của đối tác
account,model,"ir.ui.menu,name",account.menu_account_partner_balance_report,Partner Balance,Số dư của đối tác
account,xsl,account.transfer,0,Partner ID,Partner ID
account,report,account.third_party_ledger,0,Partner Ledger,Sổ cái công nợ
account,report,account.third_party_ledger_other,0,Partner Ledger,Sổ cái công nợ
account,model,"ir.actions.act_window,name",account.action_account_partner_ledger,Partner Ledger,Sổ cái công nợ
account,model,"ir.actions.report.xml,name",account.account_3rdparty_ledger,Partner Ledger,Sổ cái công nợ
account,model,"ir.actions.report.xml,name",account.account_3rdparty_ledger_other,Partner Ledger,Sổ cái công nợ
account,model,"ir.ui.menu,name",account.menu_account_partner_ledger,Partner Ledger,Sổ cái công nợ
account,selection,"account.model.line,date_maturity",0,Partner Payment Term,khách hàng thanh toán
account,view,account.partner.reconcile.process,0,Partner Reconciliation,Đối soát với đối tác
account,field,"account.aged.trial.balance,result_selection",0,Partner's,Của Đối tác
account,field,"account.common.partner.report,result_selection",0,Partner's,Của Đối tác
account,report,account.partner.balance,0,Partner's,Của Đối tác
account,field,"account.partner.balance,result_selection",0,Partner's,Của Đối tác
account,field,"account.partner.ledger,result_selection",0,Partner's,Của Đối tác
account,report,account.third_party_ledger,0,Partner's,Của Đối tác
account,report,account.third_party_ledger_other,0,Partner's,Của Đối tác
account,model,"ir.ui.menu,name",account.next_id_22,Partners,Các đối tác
account,field,"account.partner.reconcile.process,today_reconciled",0,Partners Reconciled Today,Các đối tác được đối soát hôm nay
account,selection,"account.aged.trial.balance,direction_selection",0,Past,Quá khứ
account,field,"account.config.settings,module_account_check_writing",0,Pay your suppliers by check,Trả tiền cho NCC bằng séc
account,selection,"account.account,type",0,Payable,Phải trả
account,selection,"account.account.template,type",0,Payable,Phải trả
account,selection,"account.entries.report,type",0,Payable,Phải trả
account,view,account.chart.template,0,Payable Account,Tài khoản phải trả
account,field,"account.chart.template,property_account_payable",0,Payable Account,Tài khoản phải trả
account,view,account.account,0,Payable Accounts,Các tài khoản phải trả
account,view,account.account.template,0,Payable Accounts,Các tài khoản phải trả
account,selection,"account.aged.trial.balance,result_selection",0,Payable Accounts,Các tài khoản phải trả
account,selection,"account.common.partner.report,result_selection",0,Payable Accounts,Các tài khoản phải trả
account,selection,"account.partner.balance,result_selection",0,Payable Accounts,Các tài khoản phải trả
account,selection,"account.partner.ledger,result_selection",0,Payable Accounts,Các tài khoản phải trả
account,report,account.third_party_ledger,0,Payable Accounts,Các tài khoản phải trả
account,field,"res.partner,debit_limit",0,Payable Limit,Payable Limit
account,model,"process.node,name",account.process_node_paymententries0,Payment,Thanh toán
account,model,"process.transition,name",account.process_transition_reconcilepaid0,Payment,Thanh toán
account,view,account.invoice,0,Payment Date,Ngày thanh toán
account,model,"process.node,name",account.process_node_supplierpaymentorder0,Payment Order,Lệnh thanh toán
account,field,"account.invoice,reference_type",0,Payment Reference,Payment Reference
account,field,"account.invoice.report,payment_term",0,Payment Term,Điều khoản thanh toán
account,view,account.payment.term,0,Payment Term,Điều khoản thanh toán
account,field,"account.payment.term,name",0,Payment Term,Điều khoản thanh toán
account,view,account.payment.term.line,0,Payment Term,Điều khoản thanh toán
account,field,"account.payment.term.line,payment_id",0,Payment Term,Điều khoản thanh toán
account,model,"ir.model,name",account.model_account_payment_term,Payment Term,Điều khoản thanh toán
account,model,"ir.model,name",account.model_account_payment_term_line,Payment Term Line,Payment Term Line
account,field,"account.invoice,payment_term",0,Payment Terms,Các điều khoản thanh toán
account,model,"ir.actions.act_window,name",account.action_payment_term_form,Payment Terms,Các điều khoản thanh toán
account,model,"ir.ui.menu,name",account.menu_action_payment_term_form,Payment Terms,Các điều khoản thanh toán
account,model,"process.node,note",account.process_node_paymententries0,Payment entries,Payment entries
account,model,"process.transition,name",account.process_transition_paymentorderbank0,Payment entries,Payment entries
account,model,"process.transition,name",account.process_transition_paymentreconcile0,Payment entries,Payment entries
account,model,"process.transition,note",account.process_transition_paymentreconcile0,Payment entries are the second input of the reconciliation.,Payment entries are the second input of the reconciliation.
account,model,"process.node,note",account.process_node_supplierpaymentorder0,Payment of invoices,Payment of invoices
account,view,account.payment.term,0,Payment term explanation for the customer...,Payment term explanation for the customer...
account,view,account.invoice,0,Payments,Thanh toán
account,field,"account.invoice,payment_ids",0,Payments,Thanh toán
account,selection,"account.vat.declaration,based_on",0,Payments,Thanh toán
account,field,"res.company,paypal_account",0,Paypal Account,Paypal Account
account,field,"account.invoice,paypal_url",0,Paypal Url,Paypal Url
account,field,"account.config.settings,paypal_account",0,Paypal account,Paypal account
account,help,"account.config.settings,paypal_account",0,"Paypal account (email) for receiving online payments (credit card, etc.) If you set a paypal account, the customer  will be able to pay your invoices or quotations with a button ""Pay with  Paypal"" in automated emails or through the OpenERP portal.","Paypal account (email) for receiving online payments (credit card, etc.) If you set a paypal account, the customer  will be able to pay your invoices or quotations with a button ""Pay with  Paypal"" in automated emails or through the OpenERP portal."
account,help,"res.company,paypal_account",0,Paypal username (usually email) for receiving online payments.,Paypal username (usually email) for receiving online payments.
account,view,account.analytic.account,0,Pending,Pending
account,view,account.analytic.account,0,Pending Accounts,Pending Accounts
account,model,"ir.actions.act_window,name",account.action_invoice_tree_pending_invoice,Pending Invoice,Hóa đơn đang treo
account,selection,"account.payment.term.line,value",0,Percent,Phần trăm
account,selection,"account.tax.template,type",0,Percent,Phần trăm
account,selection,"account.tax,type",0,Percentage,Phần trăm
account,constraint,account.payment.term.line,0,"Percentages for Payment Term Line must be between 0 and 1, Example: 0.02 for 2%.","Percentages for Payment Term Line must be between 0 and 1, Example: 0.02 for 2%."
account,field,"account.automatic.reconcile,period_id",0,Period,Chu kỳ
account,view,account.bank.statement,0,Period,Chu kỳ
account,field,"account.bank.statement,period_id",0,Period,Chu kỳ
account,view,account.entries.report,0,Period,Chu kỳ
account,field,"account.entries.report,period_id",0,Period,Chu kỳ
account,view,account.fiscalyear,0,Period,Chu kỳ
account,report,account.general.ledger_landscape,0,Period,Chu kỳ
account,view,account.invoice,0,Period,Chu kỳ
account,view,account.invoice.report,0,Period,Chu kỳ
account,field,"account.journal.period,period_id",0,Period,Chu kỳ
account,report,account.journal.period.print,0,Period,Chu kỳ
account,report,account.journal.period.print.sale.purchase,0,Period,Chu kỳ
account,view,account.move,0,Period,Chu kỳ
account,field,"account.move,period_id",0,Period,Chu kỳ
account,view,account.move.line,0,Period,Chu kỳ
account,field,"account.move.line,period_id",0,Period,Chu kỳ
account,view,account.period,0,Period,Chu kỳ
account,field,"account.subscription,period_nbr",0,Period,Chu kỳ
account,field,"account.tax.chart,period_id",0,Period,Chu kỳ
account,field,"account.treasury.report,period_id",0,Period,Chu kỳ
account,field,"validate.account.move,period_id",0,Period,Chu kỳ
account,field,"account.aged.trial.balance,period_length",0,Period Length (days),Độ Dài Chu Kỳ (ngày)
account,field,"account.period,name",0,Period Name,Tên chu kỳ
account,field,"account.tax.code,sum_period",0,Period Sum,Tổng cho chu kỳ
account,field,"account.subscription,period_type",0,Period Type,Loại chu kỳ
account,report,account.analytic.account.cost_ledger,0,Period from,Chu kỳ từ
account,report,account.analytic.account.journal,0,Period from,Chu kỳ từ
account,report,account.analytic.account.quantity_cost_ledger,0,Period from,Chu kỳ từ
account,report,account.analytic.account.cost_ledger,0,Period to,Kỳ đến
account,report,account.analytic.account.journal,0,Period to,Kỳ đến
account,report,account.analytic.account.quantity_cost_ledger,0,Period to,Kỳ đến
account,model,"ir.ui.menu,name",account.menu_finance_periodical_processing,Periodic Processing,Xử lý cuối kỳ
account,selection,"account.aged.trial.balance,filter",0,Periods,Các chu kỳ
account,selection,"account.balance.report,filter",0,Periods,Các chu kỳ
account,selection,"account.central.journal,filter",0,Periods,Các chu kỳ
account,view,account.chart,0,Periods,Các chu kỳ
account,selection,"account.common.account.report,filter",0,Periods,Các chu kỳ
account,selection,"account.common.journal.report,filter",0,Periods,Các chu kỳ
account,selection,"account.common.partner.report,filter",0,Periods,Các chu kỳ
account,view,account.common.report,0,Periods,Các chu kỳ
account,selection,"account.common.report,filter",0,Periods,Các chu kỳ
account,field,"account.config.settings,period",0,Periods,Các chu kỳ
account,field,"account.fiscalyear,period_ids",0,Periods,Các chu kỳ
account,selection,"account.general.journal,filter",0,Periods,Các chu kỳ
account,field,"account.installer,period",0,Periods,Các chu kỳ
account,selection,"account.partner.balance,filter",0,Periods,Các chu kỳ
account,selection,"account.partner.ledger,filter",0,Periods,Các chu kỳ
account,view,account.print.journal,0,Periods,Các chu kỳ
account,selection,"account.print.journal,filter",0,Periods,Các chu kỳ
account,selection,"account.report.general.ledger,filter",0,Periods,Các chu kỳ
account,report,account.vat.declaration,0,Periods,Các chu kỳ
account,view,account.vat.declaration,0,Periods,Các chu kỳ
account,selection,"account.vat.declaration,filter",0,Periods,Các chu kỳ
account,view,accounting.report,0,Periods,Các chu kỳ
account,selection,"accounting.report,filter",0,Periods,Các chu kỳ
account,selection,"accounting.report,filter_cmp",0,Periods,Các chu kỳ
account,model,"ir.actions.act_window,name",account.action_account_period,Periods,Các chu kỳ
account,model,"ir.ui.menu,name",account.menu_action_account_period,Periods,Các chu kỳ
account,model,"ir.ui.menu,name",account.next_id_23,Periods,Các chu kỳ
account,view,account.move,0,Post,Duyệt
account,model,"ir.actions.act_window,name",account.action_validate_account_move,Post Journal Entries,Ghi sổ bút toán nháp
account,model,"ir.actions.act_window,name",account.action_validate_account_move_line,Post Journal Entries,Ghi sổ bút toán nháp
account,model,"ir.ui.menu,name",account.menu_validate_account_moves,Post Journal Entries,Ghi sổ bút toán nháp
account,view,validate.account.move,0,Post Journal Entries,Ghi sổ bút toán nháp
account,view,validate.account.move.lines,0,Post Journal Entries,Ghi sổ bút toán nháp
account,view,account.entries.report,0,Posted,Đã duyệt
account,selection,"account.entries.report,move_state",0,Posted,Đã duyệt
account,view,account.move,0,Posted,Đã duyệt
account,selection,"account.move,state",0,Posted,Đã duyệt
account,view,account.move.line,0,Posted,Đã duyệt
account,view,account.move,0,Posted Journal Entries,Bút toán đã duyệt
account,view,account.move.line,0,Posted Journal Items,Bút toán đã duyệt
account,view,account.entries.report,0,Posted entries,Posted entries
account,field,"account.automatic.reconcile,power",0,Power,Power
account,selection,"account.financial.report,sign",0,Preserve balance sign,Preserve balance sign
account,report,account.invoice,0,Price,Giá
account,view,account.aged.trial.balance,0,Print,In
account,view,account.analytic.balance,0,Print,In
account,view,account.analytic.cost.ledger,0,Print,In
account,view,account.analytic.cost.ledger.journal.report,0,Print,In
account,view,account.analytic.inverted.balance,0,Print,In
account,view,account.analytic.journal.report,0,Print,In
account,view,account.common.report,0,Print,In
account,view,account.invoice,0,Print,In
account,model,"ir.model,name",account.model_account_partner_balance,Print Account Partner Balance,Print Account Partner Balance
account,view,account.invoice,0,Print Invoice,In hóa đơn
account,help,"account.central.journal,amount_currency",0,Print Report with the currency column if the currency differs from the company currency.,Print Report with the currency column if the currency differs from the company currency.
account,help,"account.common.journal.report,amount_currency",0,Print Report with the currency column if the currency differs from the company currency.,Print Report with the currency column if the currency differs from the company currency.
account,help,"account.general.journal,amount_currency",0,Print Report with the currency column if the currency differs from the company currency.,Print Report with the currency column if the currency differs from the company currency.
account,help,"account.print.journal,amount_currency",0,Print Report with the currency column if the currency differs from the company currency.,Print Report with the currency column if the currency differs from the company currency.
account,model,"ir.actions.act_window,name",account.action_account_print_sale_purchase_journal,Print Sale/Purchase Journal,Print Sale/Purchase Journal
account,view,account.vat.declaration,0,Print Tax Statement,Print Tax Statement
account,selection,"account.journal.period,state",0,Printed,Đã được in
account,report,account.analytic.account.cost_ledger,0,Printing date,Ngày in
account,report,account.analytic.account.quantity_cost_ledger,0,Printing date,Ngày in
account,view,account.invoice,0,Pro Forma Invoice ,Pro Forma Invoice 
account,selection,"account.invoice,state",0,Pro-forma,Pro-forma
account,view,account.invoice.report,0,Pro-forma,Pro-forma
account,selection,"account.invoice.report,state",0,Pro-forma,Pro-forma
account,selection,"report.invoice.created,state",0,Pro-forma,Pro-forma
account,view,account.invoice.report,0,Pro-forma Invoices,Pro-forma Invoices
account,model,"res.groups,name",account.group_proforma_invoices,Pro-forma Invoices,Pro-forma Invoices
account,view,account.analytic.line,0,Product,Sản phẩm
account,field,"account.analytic.line,product_id",0,Product,Sản phẩm
account,view,account.entries.report,0,Product,Sản phẩm
account,field,"account.entries.report,product_id",0,Product,Sản phẩm
account,field,"account.invoice.line,product_id",0,Product,Sản phẩm
account,view,account.invoice.report,0,Product,Sản phẩm
account,field,"account.invoice.report,product_id",0,Product,Sản phẩm
account,field,"account.move.line,product_id",0,Product,Sản phẩm
account,view,analytic.entries.report,0,Product,Sản phẩm
account,field,"analytic.entries.report,product_id",0,Product,Sản phẩm
account,field,"report.account.sales,product_id",0,Product,Sản phẩm
account,field,"report.account_type.sales,product_id",0,Product,Sản phẩm
account,model,"ir.model,name",account.model_product_category,Product Category,Loại sản phẩm
account,view,account.analytic.line,0,Product Information,Thông tin sản phẩm
account,model,"ir.model,name",account.model_product_template,Product Template,Template sản phẩm
account,field,"account.entries.report,product_uom_id",0,Product Unit of Measure,Đơn vị tính
account,view,analytic.entries.report,0,Product Unit of Measure,Đơn vị tính
account,field,"analytic.entries.report,product_uom_id",0,Product Unit of Measure,Đơn vị tính
account,field,"account.entries.report,quantity",0,Products Quantity,Số lượng
account,selection,"account.account.type,report_type",0,Profit & Loss (Expense account),Profit & Loss (Expense account)
account,selection,"account.account.type,report_type",0,Profit & Loss (Income account),Profit & Loss (Income account)
account,model,"account.financial.report,name",account.account_financial_report_profitloss_toreport0,Profit (Loss) to report,Profit (Loss) to report
account,field,"account.journal,profit_account_id",0,Profit Account,Tài khoản Lời Lỗ
account,model,"ir.ui.menu,name",account.menu_account_report_pl,Profit And Loss,Kết quả kinh doanh
account,model,"account.financial.report,name",account.account_financial_report_profitandloss0,Profit and Loss,Lãi và lỗ
account,model,"ir.actions.act_window,name",account.action_account_report_pl,Profit and Loss,Lãi và lỗ
account,view,account.invoice,0,Proforma,Chiếu lệ
account,view,account.invoice,0,Proforma Invoices,Hóa đơn chiếu lệ
account,view,account.invoice,0,Proforma/Open/Paid Invoices,Chiếu lệ/Mở/Thanh Toán Hóa Đơn
account,field,"account.partner.reconcile.process,progress",0,Progress,Tiến độ
account,view,account.analytic.line,0,Project line,Project line
account,view,account.chart.template,0,Properties,Các thuộc tính
account,selection,"account.analytic.journal,type",0,Purchase,Mua hàng
account,view,account.config.settings,0,Purchase,Mua hàng
account,view,account.journal,0,Purchase,Mua hàng
account,selection,"account.journal,type",0,Purchase,Mua hàng
account,view,account.model,0,Purchase,Mua hàng
account,selection,"account.tax,type_tax_use",0,Purchase,Mua hàng
account,view,account.tax.template,0,Purchase,Mua hàng
account,selection,"account.tax.template,type_tax_use",0,Purchase,Mua hàng
account,view,product.template,0,Purchase Properties,Các thuộc tính của Mua hàng
account,selection,"account.journal,type",0,Purchase Refund,Hoàn tiền Mua hàng
account,view,wizard.multi.charts.accounts,0,Purchase Tax,Purchase Tax
account,field,"wizard.multi.charts.accounts,purchase_tax_rate",0,Purchase Tax(%),Thuế mua hàng(%)
account,field,"account.config.settings,purchase_journal_id",0,Purchase journal,Nhật ký mua hàng
account,field,"account.config.settings,purchase_refund_journal_id",0,Purchase refund journal,Purchase refund journal
account,field,"account.config.settings,purchase_tax_rate",0,Purchase tax (%),Purchase tax (%)
account,view,account.analytic.line,0,Purchases,Mua hàng
account,view,cash.box.in,0,Put Money In,Put Money In
account,model,"ir.actions.act_window,name",account.action_cash_box_in,Put Money In,Put Money In
account,field,"account.tax,python_applicable",0,Python Code,Mã Python
account,field,"account.tax,python_compute",0,Python Code,Mã Python
account,selection,"account.tax,type",0,Python Code,Mã Python
account,selection,"account.tax.template,applicable_type",0,Python Code,Mã Python
account,field,"account.tax.template,python_applicable",0,Python Code,Mã Python
account,field,"account.tax.template,python_compute",0,Python Code,Mã Python
account,selection,"account.tax.template,type",0,Python Code,Mã Python
account,field,"account.tax,python_compute_inv",0,Python Code (reverse),Python Code (reverse)
account,field,"account.tax.template,python_compute_inv",0,Python Code (reverse),Python Code (reverse)
account,view,account.invoice.report,0,Qty,Số lượng
account,field,"account.invoice.report,product_qty",0,Qty,Số lượng
account,view,account.move.line,0,Qty,Số lượng
account,report,account.analytic.account.balance,0,Quantity,Số lượng
account,report,account.analytic.account.inverted.balance,0,Quantity,Số lượng
account,report,account.analytic.account.quantity_cost_ledger,0,Quantity,Số lượng
account,report,account.invoice,0,Quantity,Số lượng
account,field,"account.invoice.line,quantity",0,Quantity,Số lượng
account,field,"account.model.line,quantity",0,Quantity,Số lượng
account,field,"account.move.line,quantity",0,Quantity,Số lượng
account,view,analytic.entries.report,0,Quantity,Số lượng
account,field,"analytic.entries.report,unit_amount",0,Quantity,Số lượng
account,field,"report.account.sales,quantity",0,Quantity,Số lượng
account,field,"report.account_type.sales,quantity",0,Quantity,Số lượng
account,field,"temp.range,name",0,Range,Range
account,view,account.invoice,0,Re-Open,Mở lại
account,view,account.period,0,Re-Open Period,Re-Open Period
account,field,"account.invoice.refund,description",0,Reason,Lý do
account,field,"cash.box.in,name",0,Reason,Lý do
account,field,"cash.box.out,name",0,Reason,Lý do
account,selection,"account.account,type",0,Receivable,Khoản phải thu
account,selection,"account.account.template,type",0,Receivable,Khoản phải thu
account,selection,"account.entries.report,type",0,Receivable,Khoản phải thu
account,view,account.chart.template,0,Receivable Account,Tài khoản Phải thu
account,field,"account.chart.template,property_account_receivable",0,Receivable Account,Tài khoản Phải thu
account,view,account.account,0,Receivable Accounts,Các tài khoản phải thu
account,selection,"account.aged.trial.balance,result_selection",0,Receivable Accounts,Các tài khoản phải thu
account,selection,"account.common.partner.report,result_selection",0,Receivable Accounts,Các tài khoản phải thu
account,selection,"account.partner.balance,result_selection",0,Receivable Accounts,Các tài khoản phải thu
account,selection,"account.partner.ledger,result_selection",0,Receivable Accounts,Các tài khoản phải thu
account,report,account.third_party_ledger,0,Receivable Accounts,Các tài khoản phải thu
account,model,"ir.model,name",account.model_report_account_receivable,Receivable accounts,Các tài khoản phải thu
account,selection,"account.aged.trial.balance,result_selection",0,Receivable and Payable Accounts,Các Tài khoản Phải thu và Phải trả
account,selection,"account.common.partner.report,result_selection",0,Receivable and Payable Accounts,Các Tài khoản Phải thu và Phải trả
account,selection,"account.partner.balance,result_selection",0,Receivable and Payable Accounts,Các Tài khoản Phải thu và Phải trả
account,selection,"account.partner.ledger,result_selection",0,Receivable and Payable Accounts,Các Tài khoản Phải thu và Phải trả
account,report,account.third_party_ledger,0,Receivable and Payable Accounts,Các Tài khoản Phải thu và Phải trả
account,model,"ir.actions.act_window,name",account.act_account_partner_account_move_all,Receivables & Payables,Khoản phải thu & Khoản phải trả
account,view,account.account.template,0,Receivale Accounts,Các tài khoản phải thu
account,view,account.invoice,0,Recompute taxes and total,Tính toán lại Thuế và tổng
account,model,"ir.model,name",account.model_account_partner_reconcile_process,Reconcilation Process partner by partner,Reconcilation Process partner by partner
account,view,account.automatic.reconcile,0,Reconcile,Đối soát
account,field,"account.move.line,reconcile_id",0,Reconcile,Đối soát
account,view,account.move.line.reconcile,0,Reconcile,Đối soát
account,view,account.move.line.reconcile.writeoff,0,Reconcile,Đối soát
account,view,account.move.reconcile,0,Reconcile Entries,Đối soát Các bút toán
account,model,"ir.actions.act_window,name",account.action_account_reconcile_select,Reconcile Entries,Đối soát Các bút toán
account,model,"ir.actions.act_window,name",account.action_view_account_move_line_reconcile,Reconcile Entries,Đối soát Các bút toán
account,field,"account.move.line,reconcile",0,Reconcile Ref,Reconcile Ref
account,view,account.move.line.reconcile,0,Reconcile With Write-Off,Hạch toán gia trị còn dư
account,view,account.entries.report,0,Reconciled,Đã được đối soát
account,view,account.entries.report,0,Reconciled entries,Các bút toán đã cấn trừ
account,model,"ir.actions.act_window,name",account.act_account_acount_move_line_reconcile_open,Reconciled entries,Các bút toán đã cấn trừ
